,location,total_sqft,bath,price,BHK
7760,Parappana Agrahara,1194.0,2.0,47.0,2
7761,Parappana Agrahara,1194.0,2.0,47.0,2
7762,Parappana Agrahara,1092.0,2.0,43.0,2
7763,Parappana Agrahara,1194.0,2.0,45.0,2
7764,Parappana Agrahara,1200.0,1.0,45.0,1
7765,Parappana Agrahara,1194.0,2.0,46.0,2
7766,Parappana Agrahara,1194.0,2.0,47.0,2
7767,Parappana Agrahara,1194.0,2.0,47.0,2
7768,Parappana Agrahara,1194.0,2.0,46.0,2
7769,Parappana Agrahara,1194.0,2.0,46.0,2
7770,Pattandur Agrahara,1550.0,2.0,80.0,3
7771,Pattandur Agrahara,1025.0,2.0,44.5,2
7772,Pattandur Agrahara,1247.0,2.0,59.8,2
7773,Pattandur Agrahara,900.0,2.0,42.0,2
7774,Pattandur Agrahara,1302.0,2.0,66.0,2
7775,Pattandur Agrahara,1550.0,2.0,80.0,3
7776,Pattandur Agrahara,1247.0,2.0,62.35,2
7777,Pattandur Agrahara,1350.0,2.0,68.0,2
7778,Poorna Pragna Layout,920.0,2.0,39.55,2
7781,Poorna Pragna Layout,1160.0,2.0,46.39,2
7784,Poorna Pragna Layout,965.0,2.0,48.0,2
7789,Poorna Pragna Layout,1160.0,2.0,46.39,2
7791,Poorna Pragna Layout,1160.0,2.0,46.39,2
7794,Poorna Pragna Layout,960.0,2.0,50.0,2
7796,Prithvi Layout,2028.0,4.0,162.0,4
7797,Prithvi Layout,1352.0,2.0,87.5,2
7798,Prithvi Layout,1190.0,2.0,68.0,2
7799,Prithvi Layout,1352.0,2.0,85.0,2
7800,Prithvi Layout,1352.0,2.0,75.0,2
7801,Prithvi Layout,2273.0,4.0,220.0,3
7802,Prithvi Layout,1352.0,3.0,93.0,2
7803,Prithvi Layout,2273.0,4.0,192.0,3
7804,Prithvi Layout,1352.0,2.0,72.0,2
7807,R.T. Nagar,1200.0,2.0,120.0,2
7809,R.T. Nagar,1040.0,2.0,46.0,2
7810,R.T. Nagar,1200.0,2.0,45.0,2
7811,R.T. Nagar,1235.0,2.0,65.0,2
7812,R.T. Nagar,1140.0,3.0,130.0,3
7813,R.T. Nagar,970.0,2.0,55.0,2
7814,R.T. Nagar,1560.0,3.0,125.0,3
7815,R.T. Nagar,1200.0,2.0,60.0,2
7818,R.T. Nagar,1200.0,3.0,140.0,3
7819,R.T. Nagar,1100.0,3.0,125.0,2
7820,R.T. Nagar,1150.0,2.0,72.0,2
7821,R.T. Nagar,1500.0,4.0,185.0,4
7822,R.T. Nagar,3600.0,8.0,165.0,9
7823,R.T. Nagar,1080.0,2.0,48.0,2
7824,R.T. Nagar,1325.0,2.0,52.0,2
7826,R.T. Nagar,1300.0,3.0,145.0,3
7828,R.T. Nagar,1100.0,2.0,85.0,2
7829,R.T. Nagar,1667.0,3.0,130.0,3
7830,Rachenahalli,1050.0,2.0,52.07,2
7832,Rachenahalli,1050.0,2.0,55.5,2
7834,Rachenahalli,1050.0,2.0,53.5,2
7836,Rachenahalli,1220.0,2.0,59.5,2
7837,Rachenahalli,1050.0,2.0,52.5,2
7839,Rachenahalli,1050.0,2.0,52.1,2
7840,Rachenahalli,1050.0,2.0,53.5,2
7841,Rachenahalli,1113.0,2.0,55.0,2
7842,Rachenahalli,3657.0,5.0,220.0,4
7846,Rachenahalli,680.0,1.0,32.64,1
7847,Rachenahalli,412.5,1.0,19.8,1
7848,Rachenahalli,1050.0,2.0,52.5,2
7851,Rachenahalli,690.0,1.0,39.8,1
7852,Rachenahalli,1050.0,2.0,47.25,2
7853,Rachenahalli,1050.0,2.0,55.5,2
7854,Rachenahalli,985.0,2.0,49.97,2
7855,Rachenahalli,1050.0,2.0,52.5,2
7856,Rachenahalli,1050.0,2.0,52.08,2
7858,Rachenahalli,1050.0,2.0,52.07,2
7860,Rachenahalli,1050.0,2.0,52.08,2
7861,Rachenahalli,985.0,2.0,49.97,2
7862,Rachenahalli,1856.0,3.0,106.0,3
7863,Rachenahalli,1050.0,2.0,52.5,2
7864,Rachenahalli,985.0,2.0,50.17,2
7865,Rachenahalli,2600.0,3.0,160.0,3
7868,Rachenahalli,985.0,2.0,50.17,2
7869,Rachenahalli,1050.0,2.0,52.71,2
7872,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
7873,Raja Rajeshwari Nagar,1145.0,2.0,45.79,2
7874,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
7875,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
7876,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2
7877,Raja Rajeshwari Nagar,1090.0,2.0,42.0,2
7878,Raja Rajeshwari Nagar,1260.0,2.0,67.39,2
7879,Raja Rajeshwari Nagar,1141.0,2.0,38.55,2
7880,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2
7881,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
7882,Raja Rajeshwari Nagar,600.0,1.0,22.0,1
7883,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3
7884,Raja Rajeshwari Nagar,500.0,1.0,25.0,1
7885,Raja Rajeshwari Nagar,1143.0,2.0,38.65,2
7886,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3
7887,Raja Rajeshwari Nagar,1105.0,2.0,65.0,2
7889,Raja Rajeshwari Nagar,1258.0,2.0,63.53,2
7890,Raja Rajeshwari Nagar,1128.0,2.0,38.24,2
7891,Raja Rajeshwari Nagar,1157.0,2.0,53.8,2
7892,Raja Rajeshwari Nagar,1185.0,2.0,47.39,2
7895,Raja Rajeshwari Nagar,1030.0,2.0,50.0,2
7896,Raja Rajeshwari Nagar,1144.0,2.0,38.55,2
7897,Raja Rajeshwari Nagar,1196.0,2.0,51.51,2
7898,Raja Rajeshwari Nagar,1570.0,3.0,88.0,3
7899,Raja Rajeshwari Nagar,1168.0,2.0,61.0,2
7900,Raja Rajeshwari Nagar,1306.0,2.0,55.91,2
7901,Raja Rajeshwari Nagar,1608.0,3.0,67.98,3
7903,Raja Rajeshwari Nagar,1575.0,2.0,78.0,3
7904,Raja Rajeshwari Nagar,1200.0,2.0,35.0,2
7905,Raja Rajeshwari Nagar,1151.0,2.0,39.02,2
7906,Raja Rajeshwari Nagar,1570.0,2.0,65.0,3
7908,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2
7909,Raja Rajeshwari Nagar,1419.0,2.0,48.0,2
7911,Raja Rajeshwari Nagar,1295.0,2.0,70.0,2
7912,Raja Rajeshwari Nagar,648.0,1.0,31.75,1
7913,Raja Rajeshwari Nagar,1100.0,2.0,55.0,2
7914,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
7915,Raja Rajeshwari Nagar,1090.0,2.0,43.59,2
7917,Raja Rajeshwari Nagar,1023.0,2.0,42.0,2
7918,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2
7920,Raja Rajeshwari Nagar,4800.0,8.0,225.0,8
7921,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
7922,Raja Rajeshwari Nagar,1267.0,2.0,42.85,2
7923,Raja Rajeshwari Nagar,550.0,1.0,21.0,1
7924,Raja Rajeshwari Nagar,1120.0,2.0,37.95,2
7925,Raja Rajeshwari Nagar,1608.0,2.0,85.0,2
7926,Raja Rajeshwari Nagar,1210.0,2.0,45.0,2
7927,Raja Rajeshwari Nagar,1240.0,2.0,53.27,2
7928,Raja Rajeshwari Nagar,1395.0,2.0,72.0,3
7929,Raja Rajeshwari Nagar,1165.0,2.0,45.0,2
7930,Raja Rajeshwari Nagar,1288.0,2.0,70.0,3
7931,Raja Rajeshwari Nagar,1120.0,2.0,37.97,2
7932,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
7933,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
7934,Raja Rajeshwari Nagar,1420.0,2.0,60.0,3
7935,Raja Rajeshwari Nagar,1303.0,2.0,44.17,2
7937,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
7938,Raja Rajeshwari Nagar,1140.0,2.0,49.27,2
7940,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
7941,Raja Rajeshwari Nagar,1235.0,2.0,75.0,2
7942,Raja Rajeshwari Nagar,1280.0,3.0,57.6,3
7943,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
7944,Raja Rajeshwari Nagar,1162.0,2.0,65.0,2
7945,Raja Rajeshwari Nagar,1133.0,2.0,38.41,2
7946,Raja Rajeshwari Nagar,1151.0,2.0,49.0,2
7947,Raja Rajeshwari Nagar,1267.0,2.0,54.35,2
7949,Raja Rajeshwari Nagar,1100.0,2.0,50.0,2
7950,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
7952,Raja Rajeshwari Nagar,1306.0,2.0,44.17,2
7953,Raja Rajeshwari Nagar,1196.0,2.0,40.44,2
7954,Raja Rajeshwari Nagar,1178.0,2.0,75.0,2
7955,Raja Rajeshwari Nagar,1128.0,2.0,40.0,2
7956,Raja Rajeshwari Nagar,1151.0,2.0,39.0,2
7958,Raja Rajeshwari Nagar,1525.0,2.0,99.13,3
7959,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2
7960,Raja Rajeshwari Nagar,3900.0,6.0,195.0,6
7961,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
7963,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2
7965,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
7966,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2
7967,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2
7968,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3
7969,Raja Rajeshwari Nagar,3600.0,9.0,240.0,9
7970,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
7971,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
7974,Raja Rajeshwari Nagar,1160.0,2.0,70.0,2
7975,Raja Rajeshwari Nagar,1133.0,2.0,38.37,2
7976,Raja Rajeshwari Nagar,1140.0,2.0,48.7,2
7977,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
7978,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
7979,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
7980,Raja Rajeshwari Nagar,1133.0,2.0,40.0,2
7982,Raja Rajeshwari Nagar,1550.0,3.0,86.8,3
7983,Raja Rajeshwari Nagar,1400.0,2.0,45.0,2
7984,Raja Rajeshwari Nagar,1110.0,2.0,52.0,2
7985,Raja Rajeshwari Nagar,1580.0,3.0,83.74,3
7987,Raja Rajeshwari Nagar,1640.0,3.0,86.8,3
7989,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
7990,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
7991,Raja Rajeshwari Nagar,1279.0,2.0,53.76,3
7992,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
7993,Raja Rajeshwari Nagar,1240.0,2.0,40.54,2
7994,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2
7995,Raja Rajeshwari Nagar,1240.0,2.0,42.04,2
7996,Raja Rajeshwari Nagar,1757.0,3.0,98.0,3
7997,Raja Rajeshwari Nagar,1530.0,3.0,64.0,3
7998,Raja Rajeshwari Nagar,1587.0,3.0,73.8,3
8000,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
8001,Raja Rajeshwari Nagar,1450.0,2.0,67.0,3
8002,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2
8003,Raja Rajeshwari Nagar,945.0,2.0,45.0,2
8004,Raja Rajeshwari Nagar,1303.0,2.0,55.78,2
8005,Raja Rajeshwari Nagar,3450.0,7.0,225.0,8
8006,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
8007,Raja Rajeshwari Nagar,1700.0,2.0,86.0,3
8008,Raja Rajeshwari Nagar,1270.0,2.0,62.0,2
8009,Raja Rajeshwari Nagar,1250.0,2.0,68.0,2
8010,Raja Rajeshwari Nagar,1260.0,2.0,62.0,3
8011,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
8012,Raja Rajeshwari Nagar,1580.0,2.0,66.85,3
8013,Raja Rajeshwari Nagar,1050.0,2.0,37.0,2
8014,Raja Rajeshwari Nagar,1021.0,3.0,59.0,3
8015,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
8016,Raja Rajeshwari Nagar,1500.0,3.0,88.0,3
8017,Raja Rajeshwari Nagar,1168.0,2.0,66.0,2
8018,Raja Rajeshwari Nagar,1400.0,2.0,86.0,3
8019,Raja Rajeshwari Nagar,1157.0,2.0,65.0,2
8020,Raja Rajeshwari Nagar,1206.0,2.0,40.7,2
8021,Raja Rajeshwari Nagar,1000.0,2.0,50.0,2
8022,Raja Rajeshwari Nagar,1485.0,2.0,63.0,3
8023,Raja Rajeshwari Nagar,1335.0,2.0,56.0,3
8025,Raja Rajeshwari Nagar,1255.0,2.0,42.54,2
8026,Raja Rajeshwari Nagar,1530.0,3.0,64.86,3
8027,Raja Rajeshwari Nagar,1850.0,3.0,98.0,3
8028,Raja Rajeshwari Nagar,1140.0,2.0,44.0,2
8029,Raja Rajeshwari Nagar,6000.0,8.0,215.0,8
8030,Raja Rajeshwari Nagar,1140.0,2.0,39.0,2
8031,Raja Rajeshwari Nagar,510.0,1.0,22.0,1
8032,Raja Rajeshwari Nagar,1187.0,2.0,40.14,2
8033,Raja Rajeshwari Nagar,1141.0,2.0,60.0,2
8034,Rajaji Nagar,1640.0,3.0,229.0,3
8035,Rajaji Nagar,2390.0,3.0,415.0,3
8036,Rajaji Nagar,2390.0,3.0,410.0,3
8038,Rajaji Nagar,3516.0,4.0,540.0,4
8039,Rajaji Nagar,1640.0,3.0,223.0,3
8041,Rajaji Nagar,1800.0,4.0,324.0,6
8042,Rajaji Nagar,3526.0,4.0,558.0,4
8045,Rajaji Nagar,1800.0,3.0,260.0,3
8046,Rajaji Nagar,1640.0,3.0,241.0,3
8047,Rajaji Nagar,1370.0,2.0,170.0,2
8048,Rajaji Nagar,2409.0,3.0,360.0,3
8050,Rajaji Nagar,1718.0,3.0,288.0,2
8051,Rajaji Nagar,2386.0,3.0,334.0,3
8052,Rajaji Nagar,3436.0,6.0,500.0,4
8053,Rajaji Nagar,1200.0,2.0,150.0,2
8054,Rajaji Nagar,1160.0,1.0,163.0,2
8055,Rajaji Nagar,660.0,1.0,75.0,1
8056,Rajaji Nagar,1440.0,2.0,170.0,2
8057,Rajaji Nagar,2448.0,3.0,400.0,3
8058,Rajaji Nagar,1440.0,2.0,185.0,2
8059,Rajaji Nagar,1640.0,3.0,230.0,3
8062,Rajaji Nagar,1800.0,2.0,250.0,3
8063,Rajaji Nagar,3100.0,4.0,550.0,4
8064,Rajaji Nagar,3526.0,4.0,598.0,4
8065,Rajaji Nagar,1357.0,2.0,130.0,2
8066,Rajaji Nagar,2300.0,3.0,369.0,3
8068,Rajaji Nagar,2500.0,3.0,350.0,3
8071,Rajaji Nagar,2559.0,3.0,403.0,3
8072,Rajaji Nagar,1763.0,3.0,262.0,2
8078,Rajaji Nagar,2533.0,3.0,425.0,3
8079,Rajaji Nagar,1268.0,2.0,127.0,2
8081,Rajaji Nagar,1640.0,3.0,262.0,3
8082,Rajaji Nagar,1200.0,1.0,200.0,2
8083,Rajaji Nagar,2367.0,3.0,375.0,3
8084,Rajaji Nagar,2440.0,2.0,415.0,4
8085,Rajaji Nagar,1640.0,3.0,251.0,3
8087,Rajaji Nagar,1640.0,3.0,268.0,3
8088,Rajaji Nagar,2367.0,4.0,340.0,3
8090,Rajaji Nagar,3600.0,5.0,510.0,5
8091,Rajaji Nagar,1350.0,4.0,230.0,4
8094,Rajaji Nagar,2400.0,5.0,408.0,5
8095,Rajaji Nagar,2500.0,3.0,340.0,3
8096,Rajaji Nagar,2390.0,3.0,372.0,3
8097,Rajaji Nagar,2415.0,3.0,399.0,3
8098,Rajaji Nagar,1718.0,3.0,275.0,2
8099,Rajaji Nagar,1763.0,3.0,240.0,2
8101,Rajaji Nagar,2409.0,3.0,395.0,3
8102,Rajaji Nagar,1314.0,2.0,225.0,2
8103,Rajaji Nagar,1440.0,2.0,165.0,2
8104,Rajaji Nagar,1640.0,3.0,245.0,3
8105,Rajiv Nagar,1690.0,3.0,125.0,3
8106,Rajiv Nagar,1263.0,2.0,93.32,2
8107,Rajiv Nagar,2340.0,4.0,148.0,4
8108,Rajiv Nagar,2340.0,5.0,129.0,4
8109,Rajiv Nagar,1330.0,2.0,93.0,2
8110,Rajiv Nagar,2340.0,5.0,129.0,4
8111,Rajiv Nagar,1309.0,2.0,80.0,2
8112,Rajiv Nagar,2340.0,4.0,145.0,4
8113,Rajiv Nagar,2330.0,5.0,175.0,4
8114,Rajiv Nagar,2340.0,5.0,160.0,4
8115,Ramagondanahalli,1151.0,2.0,48.77,2
8116,Ramagondanahalli,1251.0,2.0,47.0,2
8117,Ramagondanahalli,1235.0,2.0,52.04,2
8118,Ramagondanahalli,1610.0,2.0,111.0,3
8119,Ramagondanahalli,540.0,1.0,30.0,1
8121,Ramagondanahalli,1235.0,2.0,46.8,2
8122,Ramagondanahalli,1215.0,2.0,51.26,2
8123,Ramagondanahalli,2257.0,4.0,157.0,3
8124,Ramagondanahalli,1251.0,2.0,47.4,2
8125,Ramagondanahalli,1610.0,2.0,115.0,3
8126,Ramagondanahalli,920.0,2.0,65.0,2
8127,Ramagondanahalli,1215.0,2.0,45.5,2
8129,Ramagondanahalli,1253.0,2.0,52.66,2
8130,Ramagondanahalli,1295.0,2.0,95.0,2
8131,Ramagondanahalli,1151.0,2.0,50.5,2
8132,Ramagondanahalli,1235.0,2.0,49.3,2
8133,Ramagondanahalli,2257.0,3.0,159.0,3
8134,Ramagondanahalli,1295.0,2.0,95.0,2
8136,Ramagondanahalli,1910.0,3.0,142.0,3
8137,Ramagondanahalli,1215.0,2.0,46.1,2
8139,Ramagondanahalli,1251.0,2.0,50.0,2
8140,Ramagondanahalli,1610.0,2.0,115.0,3
8141,Ramagondanahalli,1151.0,2.0,43.6,2
8143,Ramagondanahalli,1251.0,2.0,53.0,2
8144,Ramagondanahalli,845.0,2.0,45.82,2
8145,Ramagondanahalli,1910.0,3.0,150.0,3
8147,Ramagondanahalli,2040.0,3.0,114.0,3
8149,Ramagondanahalli,1251.0,2.0,46.0,2
8151,Ramagondanahalli,1151.0,2.0,46.0,2
8152,Ramagondanahalli,1610.0,2.0,112.0,3
8153,Ramagondanahalli,1610.0,2.0,115.0,3
8154,Ramagondanahalli,1200.0,3.0,56.1,3
8155,Ramagondanahalli,2787.0,5.0,220.0,4
8157,Ramagondanahalli,1125.0,2.0,75.0,2
8158,Ramagondanahalli,1151.0,2.0,42.5,2
8159,Ramagondanahalli,2257.0,3.0,155.0,3
8160,Ramagondanahalli,1500.0,3.0,100.0,3
8162,Ramagondanahalli,1910.0,3.0,131.0,3
8163,Ramamurthy Nagar,3700.0,4.0,225.0,4
8164,Ramamurthy Nagar,3500.0,5.0,150.0,5
8165,Ramamurthy Nagar,1050.0,2.0,37.0,2
8166,Ramamurthy Nagar,1040.0,2.0,50.0,2
8168,Ramamurthy Nagar,1200.0,3.0,72.0,2
8169,Ramamurthy Nagar,360.0,1.0,26.0,1
8170,Ramamurthy Nagar,950.0,2.0,50.79,2
8171,Ramamurthy Nagar,1200.0,2.0,66.0,3
8172,Ramamurthy Nagar,1525.0,3.0,100.0,3
8173,Ramamurthy Nagar,1200.0,2.0,80.0,2
8174,Ramamurthy Nagar,1200.0,2.0,42.0,2
8176,Ramamurthy Nagar,1100.0,2.0,68.0,2
8177,Ramamurthy Nagar,1185.0,2.0,45.5,2
8178,Ramamurthy Nagar,1170.0,2.0,46.8,2
8179,Ramamurthy Nagar,1150.0,2.0,51.0,2
8180,Ramamurthy Nagar,1200.0,2.0,48.0,2
8182,Ramamurthy Nagar,600.0,3.0,45.0,2
8183,Ramamurthy Nagar,1110.0,2.0,65.0,2
8185,Ramamurthy Nagar,1200.0,2.0,78.0,2
8187,Ramamurthy Nagar,600.0,1.0,43.0,1
8188,Ramamurthy Nagar,1006.0,2.0,57.0,2
8189,Ramamurthy Nagar,1200.0,2.0,76.0,2
8192,Ramamurthy Nagar,700.0,2.0,33.0,2
8193,Ramamurthy Nagar,1125.0,2.0,47.0,2
8194,Ramamurthy Nagar,1000.0,2.0,62.0,2
8195,Ramamurthy Nagar,1334.0,2.0,67.0,2
8196,Ramamurthy Nagar,1200.0,2.0,46.0,2
8197,Ramamurthy Nagar,1200.0,2.0,57.9,2
8199,Ramamurthy Nagar,1360.0,2.0,45.0,2
8200,Ramamurthy Nagar,1170.0,2.0,44.0,2
8201,Ramamurthy Nagar,2200.0,4.0,130.0,4
8202,Ramamurthy Nagar,1050.0,2.0,51.66,2
8203,Ramamurthy Nagar,2916.0,5.0,230.0,4
8204,Ramamurthy Nagar,2316.0,3.0,125.0,3
8205,Ramamurthy Nagar,1101.0,2.0,50.0,2
8206,Ramamurthy Nagar,1150.0,2.0,40.0,2
8208,Ramamurthy Nagar,1050.0,2.0,37.8,2
8209,Ramamurthy Nagar,935.0,2.0,39.0,2
8210,Ramamurthy Nagar,1200.0,2.0,68.0,2
8211,Ramamurthy Nagar,540.0,1.0,35.0,1
8212,Ramamurthy Nagar,960.0,2.0,35.0,2
8213,Rayasandra,1314.0,2.0,63.0,3
8214,Rayasandra,1065.0,2.0,44.95,2
8215,Rayasandra,1708.0,3.0,75.0,3
8216,Rayasandra,1199.0,2.0,48.5,3
8217,Rayasandra,1577.0,3.0,67.0,3
8218,Rayasandra,1253.0,2.0,57.0,2
8219,Rayasandra,583.0,1.0,26.9,1
8220,Rayasandra,1198.0,2.0,54.0,2
8221,Rayasandra,1555.0,3.0,75.17,3
8222,Rayasandra,1458.0,3.0,60.0,3
8223,Rayasandra,1179.0,2.0,55.0,3
8224,Rayasandra,1601.0,3.0,70.0,3
8225,Rayasandra,1708.0,3.0,76.0,4
8226,Rayasandra,470.0,1.0,21.0,1
8227,Rayasandra,3600.0,5.0,145.0,5
8228,Rayasandra,1357.0,2.0,59.0,3
8229,Sadashiva Nagar,3761.0,3.0,660.0,3
8230,Sadashiva Nagar,2780.0,5.0,480.0,4
8231,Sadashiva Nagar,2720.0,4.0,485.0,4
8232,Sadashiva Nagar,3761.0,3.0,650.0,3
8233,Sadashiva Nagar,3850.0,3.0,650.0,3
8234,Sadashiva Nagar,3500.0,4.0,700.0,4
8235,Sadashiva Nagar,7500.0,5.0,1500.0,5
8237,Sahakara Nagar,1500.0,2.0,95.0,3
8238,Sahakara Nagar,1100.0,2.0,56.0,2
8239,Sahakara Nagar,1219.0,2.0,48.0,2
8240,Sahakara Nagar,1100.0,2.0,75.0,3
8241,Sahakara Nagar,1655.0,3.0,115.0,3
8242,Sahakara Nagar,1150.0,2.0,54.0,2
8243,Sahakara Nagar,1270.0,2.0,69.85,2
8244,Sahakara Nagar,960.0,2.0,56.0,2
8245,Sahakara Nagar,1048.0,2.0,50.0,2
8246,Sahakara Nagar,1160.0,2.0,55.0,2
8247,Sahakara Nagar,1200.0,2.0,75.0,3
8248,Sahakara Nagar,2500.0,4.0,200.0,4
8249,Sahakara Nagar,1914.0,3.0,179.0,3
8250,Sahakara Nagar,1500.0,3.0,125.0,3
8251,Sahakara Nagar,1100.0,2.0,55.0,2
8252,Sahakara Nagar,1914.0,3.0,149.0,3
8253,Sahakara Nagar,1000.0,2.0,60.0,2
8255,Sahakara Nagar,1175.0,2.0,49.0,2
8256,Sahakara Nagar,1370.0,2.0,90.0,3
8257,Sahakara Nagar,1100.0,2.0,55.0,2
8258,Sahakara Nagar,1100.0,2.0,75.0,3
8259,Sahakara Nagar,1180.0,2.0,72.0,2
8260,Sahakara Nagar,1200.0,2.0,60.0,2
8261,Sahakara Nagar,1032.0,2.0,45.0,2
8262,Sahakara Nagar,1200.0,2.0,46.0,2
8263,Sahakara Nagar,1270.0,2.0,96.0,2
8264,Sahakara Nagar,1201.0,2.0,80.0,2
8265,Sahakara Nagar,1200.0,2.0,54.0,2
8266,Sahakara Nagar,1291.0,2.0,72.3,2
8267,Sanjay nagar,1000.0,2.0,70.0,2
8268,Sanjay nagar,1100.0,2.0,98.0,2
8269,Sanjay nagar,1150.0,2.0,72.2,2
8270,Sanjay nagar,1800.0,3.0,180.0,3
8271,Sanjay nagar,630.0,1.0,35.0,2
8272,Sanjay nagar,3300.0,3.0,250.0,5
8273,Sanjay nagar,1900.0,2.0,180.0,3
8274,Sanjay nagar,1575.0,2.0,90.0,2
8277,Sanjay nagar,960.0,2.0,55.0,2
8278,Sanjay nagar,1050.0,2.0,59.0,2
8279,Sanjay nagar,1150.0,2.0,70.0,2
8280,Sanjay nagar,1500.0,3.0,150.0,3
8281,Sanjay nagar,1180.0,2.0,80.0,2
8282,Sarakki Nagar,2121.0,4.0,253.0,3
8283,Sarakki Nagar,2289.0,3.0,260.0,3
8284,Sarakki Nagar,2500.0,4.0,325.0,3
8285,Sarakki Nagar,2145.0,4.0,270.0,3
8286,Sarakki Nagar,1200.0,3.0,128.0,3
8287,Sarakki Nagar,2663.0,4.0,338.0,3
8288,Sarakki Nagar,1840.0,4.0,175.0,3
8292,Sarjapur,2250.0,3.0,148.0,3
8293,Sarjapur,1600.0,3.0,75.0,3
8294,Sarjapur,1242.5,2.0,43.49,2
8295,Sarjapur,913.0,2.0,32.0,2
8296,Sarjapur,1128.0,2.0,60.0,2
8297,Sarjapur,1185.0,2.0,47.0,2
8298,Sarjapur,900.0,2.0,42.0,3
8299,Sarjapur,649.5,1.0,17.535,1
8300,Sarjapur,1020.0,2.0,35.0,2
8301,Sarjapur,1195.0,2.0,42.0,2
8302,Sarjapur,1240.0,2.0,44.0,2
8304,Sarjapur,950.0,2.0,32.5,2
8305,Sarjapur,1285.0,2.0,68.0,3
8307,Sarjapur,925.0,2.0,25.0,2
8308,Sarjapur,3190.0,3.0,160.0,4
8309,Sarjapur,1215.0,2.0,40.0,2
8311,Sarjapur,1200.0,3.0,78.0,3
8312,Sarjapur,1000.0,2.0,30.0,2
8313,Sarjapur,1157.0,2.0,40.0,2
8314,Sarjapur,2238.0,3.0,140.0,3
8315,Sarjapur,2020.0,3.0,85.0,3
8316,Sarjapur,2885.0,3.0,185.0,4
8318,Sarjapur,1240.0,2.0,44.3,2
8319,Sarjapur,625.0,1.0,19.0,1
8320,Sarjapur,2585.5,4.0,139.5,4
8321,Sarjapur,940.0,2.0,25.38,2
8322,Sarjapur,2100.0,3.0,125.0,4
8323,Sarjapur,913.0,2.0,36.0,2
8324,Sarjapur,1404.0,2.0,53.35,3
8325,Sarjapur,1830.0,3.0,88.0,3
8326,Sarjapur,1364.0,2.0,56.0,3
8327,Sarjapur,1124.0,2.0,30.35,2
8328,Sarjapur,1044.0,2.0,32.0,2
8329,Sarjapur,650.0,1.0,19.87,1
8330,Sarjapur,1175.0,2.0,42.0,2
8331,Sarjapur,1240.0,2.0,43.1,2
8333,Sarjapur,1032.0,2.0,42.0,2
8335,Sarjapur,1044.0,2.0,34.0,2
8336,Sarjapur,1200.0,3.0,76.13,3
8337,Sarjapur,1200.0,2.0,62.0,2
8338,Sarjapur,900.0,2.0,27.98,2
8340,Sarjapur,1205.0,2.0,29.0,2
8341,Sarjapur,850.0,2.0,32.0,2
8342,Sarjapur,1175.0,2.0,41.68,2
8344,Sarjapur,920.0,2.0,33.0,2
8346,Sarjapur,1150.0,2.0,41.0,2
8347,Sarjapur,1200.0,2.0,42.6,2
8348,Sarjapur,1333.0,3.0,50.0,3
8349,Sarjapur,1044.0,2.0,36.0,2
8350,Sarjapur,950.0,2.0,35.0,2
8352,Sarjapur,2172.0,3.0,100.0,3
8353,Sarjapur,633.0,1.0,17.09,1
8354,Sarjapur,1500.0,5.0,95.0,3
8355,Sarjapur,1451.0,2.0,87.0,2
